TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Northern Kentucky,ASun,27,11,95.9,103.3,0.2997,48.1,49.8,18.9,21.0,25.2,31.7,28.4,35.7,46.8,49.5,33.1,33.5,59.6,-12.0,,,2013
Houston Baptist,GWC,27,11,85.7,102.4,0.1137,43.8,47.3,25.0,22.6,31.7,33.0,37.5,41.7,42.5,46.8,31.7,32.6,69.0,-12.7,,,2013
Winthrop,BSth,28,11,94.3,103.9,0.2475,46.6,47.1,21.4,18.2,29.3,30.6,36.1,36.7,46.4,46.1,31.3,32.6,61.1,-12.5,,,2013
VMI,BSth,28,11,100.5,112.3,0.2187,49.2,51.2,17.6,18.6,32.0,37.2,30.5,30.7,49.9,49.8,32.2,36.3,71.3,-13.7,,,2013
Montana St.,BSky,28,11,98.8,113.2,0.1726,47.8,55.5,17.0,21.1,29.2,30.1,37.3,39.6,46.5,53.7,33.3,39.1,66.2,-13.8,,,2013
Central Arkansas,Slnd,28,11,97.0,111.9,0.1622,47.9,50.7,19.8,19.4,33.4,36.6,29.6,40.8,46.4,49.6,34.2,35.7,72.6,-13.0,,,2013
McNeese St.,Slnd,28,11,93.7,108.7,0.1541,44.9,48.8,17.9,19.0,31.8,37.8,30.3,35.8,43.9,48.6,31.9,32.8,64.3,-12.1,,,2013
Idaho,WAC,29,11,108.3,111.6,0.4141,52.7,51.7,21.2,14.2,33.1,29.2,37.6,30.8,51.4,50.5,36.8,36.0,63.4,-11.6,,,2013
Northern Colorado,BSky,29,11,100.8,108.5,0.3003,51.3,53.0,20.2,19.0,31.4,29.7,33.2,33.4,49.2,52.7,37.1,35.6,66.4,-13.3,,,2013
Cleveland St.,Horz,29,11,97.9,107.6,0.2531,46.9,52.2,21.2,21.1,31.9,32.5,30.4,45.2,45.1,51.8,33.5,35.4,65.4,-11.0,,,2013
Lipscomb,ASun,29,11,96.2,107.7,0.2142,46.7,51.8,23.2,18.6,35.7,32.0,44.6,44.9,46.5,52.6,31.5,33.8,70.7,-12.4,,,2013
Southeastern Louisiana,Slnd,29,11,93.8,105.4,0.2079,45.6,49.6,19.5,18.4,26.4,32.0,36.0,42.8,42.1,46.1,35.5,39.7,66.3,-11.8,,,2013
Jackson St.,SWAC,29,11,93.7,106.8,0.1817,44.5,50.0,18.2,20.9,27.4,35.0,38.4,39.3,43.2,51.3,31.2,31.5,68.6,-13.5,,,2013
Nevada,MWC,30,11,103.1,104.3,0.4671,47.3,51.8,18.7,18.7,28.9,32.0,41.8,40.2,47.8,49.5,30.9,37.4,67.0,-9.2,,,2013
Bowling Green,MAC,30,11,95.4,98.5,0.4087,46.6,48.0,19.9,20.0,30.4,31.6,25.8,34.2,46.8,46.5,30.6,34.3,64.1,-13.3,,,2013
North Texas,SB,30,11,96.0,102.9,0.3104,44.4,47.8,20.7,18.5,33.6,32.8,41.5,34.3,44.9,45.3,28.6,35.7,66.9,-13.5,,,2013
Campbell,BSth,30,11,96.1,110.1,0.174,48.2,51.6,20.1,20.2,32.7,34.6,30.8,39.2,48.7,52.2,31.2,33.5,66.3,-14.4,,,2013
Chattanooga,SC,30,11,96.5,110.9,0.1682,46.0,53.5,20.0,18.5,33.9,27.8,43.0,32.6,45.9,51.4,30.8,37.6,67.7,-14.8,,,2013
Texas Tech,B12,31,11,99.3,104.0,0.3703,46.5,52.8,21.5,21.3,32.1,34.3,38.1,41.1,47.9,51.1,28.8,37.5,68.2,-9.4,,,2013
Eastern Illinois,OVC,31,11,97.3,108.5,0.2229,50.1,54.1,21.3,21.3,30.2,29.8,34.2,37.6,48.7,51.2,35.0,38.9,60.2,-15.3,,,2013
DePaul,BE,32,11,105.6,103.2,0.565,47.4,51.5,19.8,21.5,31.7,35.7,31.7,36.2,48.3,50.4,29.9,36.5,72.8,-9.4,,,2013
Colgate,Pat,32,11,95.8,104.5,0.2684,48.0,49.1,19.8,15.2,26.2,27.0,27.6,33.0,46.1,46.9,34.2,35.5,67.2,-14.0,,,2013
Northern Arizona,BSky,32,11,94.9,107.1,0.1995,48.7,53.2,20.5,20.2,27.0,30.7,31.4,38.8,48.5,52.2,32.7,36.6,68.5,-14.7,,,2013
Texas St.,WAC,33,11,98.9,107.4,0.2782,47.8,51.2,19.3,20.7,26.9,33.7,36.5,37.7,46.7,50.8,33.2,34.8,72.2,-15.7,,,2013
NJIT,GWC,25,12,93.0,102.0,0.2569,45.8,45.1,21.5,21.2,33.8,31.9,41.3,41.7,42.3,42.5,35.8,33.3,67.5,-9.8,,,2013
Brown,Ivy,27,12,94.3,99.7,0.3458,47.6,49.5,21.6,18.5,30.5,27.1,34.3,34.0,45.3,45.7,34.0,37.8,64.4,-10.3,,,2013
Sacramento St.,BSky,27,12,94.7,106.3,0.2091,45.8,50.4,17.8,19.0,30.1,31.2,37.2,27.7,44.1,48.8,33.0,35.4,63.0,-11.8,,,2013
UT Rio Grande Valley,GWC,28,12,90.5,106.3,0.1346,47.4,49.5,20.8,22.0,27.0,35.8,39.4,35.9,44.9,48.6,34.9,34.8,64.1,-12.5,,,2013
Yale,Ivy,29,12,101.5,103.6,0.4413,46.5,52.0,22.2,20.4,35.0,29.8,42.9,40.3,45.0,49.2,33.2,38.3,64.6,-10.2,,,2013
William & Mary,CAA,29,12,106.1,108.5,0.4364,53.6,48.9,20.0,16.1,28.5,32.4,37.6,30.1,52.2,49.3,37.2,32.0,63.6,-12.1,,,2013
Cal St. Northridge,BW,29,12,101.2,107.3,0.3378,46.6,54.7,19.1,22.2,35.9,31.0,38.5,39.8,45.7,53.6,33.0,37.7,71.0,-11.7,,,2013
Cal St. Fullerton,BW,30,12,104.2,108.8,0.3797,53.6,54.1,18.1,22.8,25.0,37.2,35.5,36.6,51.8,54.8,37.7,35.1,69.9,-13.3,,,2013
St. Francis NY,NEC,30,12,101.5,106.6,0.3617,48.4,50.8,18.2,19.8,34.3,33.9,31.6,37.8,48.0,51.3,32.8,33.2,66.5,-13.1,,,2013
Cornell,Ivy,30,12,98.3,106.6,0.2822,47.4,52.8,19.6,20.6,28.2,28.3,30.7,37.4,46.1,49.8,33.2,38.7,68.2,-11.8,,,2013
Jacksonville,ASun,30,12,94.2,106.4,0.1987,46.1,50.3,21.5,20.2,33.0,32.0,36.3,39.5,45.4,49.6,32.0,34.5,69.4,-12.9,,,2013
South Florida,BE,31,12,99.8,96.9,0.5856,44.6,47.3,17.7,19.6,30.3,34.5,29.2,30.5,43.2,48.5,31.3,29.9,60.4,-6.8,,,2013
Marshall,CUSA,31,12,100.2,104.4,0.3831,48.1,49.8,22.9,19.2,37.6,36.1,45.0,38.4,49.1,47.3,30.9,37.1,68.1,-11.4,,,2013
Holy Cross,Pat,31,12,97.4,103.5,0.3345,47.7,47.7,20.1,15.5,28.3,30.1,29.6,31.2,45.3,47.7,34.5,31.7,63.1,-13.3,,,2013
North Florida,ASun,31,12,98.8,106.1,0.3053,50.6,48.3,22.1,18.6,31.0,38.1,29.7,36.5,50.2,47.0,34.2,34.9,66.4,-12.1,,,2013
Western Carolina,SC,31,12,99.6,107.4,0.2974,47.6,49.9,18.9,20.4,34.6,35.1,30.9,47.1,46.0,50.5,34.0,32.5,66.5,-13.2,,,2013
Wofford,SC,31,12,86.5,94.9,0.2543,44.2,47.6,20.3,22.2,25.9,27.0,27.9,38.3,43.2,48.4,30.7,30.6,63.9,-13.2,,,2013
Georgia Southern,SC,31,12,94.6,106.3,0.2071,45.9,49.7,20.1,20.5,30.9,34.4,35.4,37.0,44.2,50.8,33.1,31.8,62.2,-13.9,,,2013
Prairie View A&M,SWAC,31,12,87.1,103.5,0.1209,41.3,46.9,21.6,21.1,38.6,33.4,32.6,43.7,42.0,46.9,26.0,31.3,67.0,-15.1,,,2013
Buffalo,MAC,32,12,102.5,103.4,0.4761,50.4,47.2,23.7,17.1,35.1,32.5,38.5,36.8,50.0,46.1,34.2,33.2,65.4,-13.6,,,2013
Louisiana Lafayette,SB,32,12,98.4,105.3,0.3135,48.6,48.8,19.6,20.8,29.1,35.2,35.1,43.3,46.9,47.2,34.5,34.9,70.2,-13.9,,,2013
Bethune Cookman,MEAC,32,12,96.0,107.5,0.2134,45.9,51.0,18.4,22.4,31.3,32.1,39.0,46.8,45.6,50.9,31.0,34.1,65.9,-15.0,,,2013
Troy,SB,33,12,97.3,107.5,0.2416,45.3,51.0,16.5,19.1,30.7,33.0,24.5,36.6,44.5,49.5,31.2,35.8,61.1,-16.6,,,2013
Dayton,A10,36,27,107.0,94.5,0.8059,52.9,47.3,17.9,21.1,23.3,28.4,48.1,30.6,52.6,46.5,35.6,32.5,63.8,0.8,R32,11.0,2015
Saint Joseph's,A10,36,28,114.2,97.6,0.86,51.2,48.1,14.3,16.1,28.3,25.8,37.4,25.0,52.3,49.2,32.7,31.1,70.9,3.4,R32,8.0,2016
VCU,A10,36,25,112.1,94.2,0.8811,51.0,49.2,16.3,21.4,33.2,27.7,32.2,36.8,50.1,48.6,35.2,33.7,70.3,-0.1,R32,10.0,2016
Rhode Island,A10,35,25,111.1,94.1,0.8717,50.8,45.0,16.4,19.4,32.8,29.7,39.2,45.0,51.2,45.4,33.3,29.5,67.7,0.4,R32,11.0,2017
Rhode Island,A10,34,26,109.7,97.3,0.7988,51.1,50.4,15.3,22.6,31.0,28.2,30.1,40.6,50.4,50.6,35.2,33.2,69.6,1.6,R32,7.0,2018
Virginia,ACC,34,30,112.1,84.1,0.9648,50.6,42.3,15.7,17.9,34.3,24.2,34.9,28.6,49.7,40.1,35.2,30.8,58.4,10.0,R32,2.0,2015
Duke,ACC,37,28,122.1,95.6,0.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,R32,2.0,2017
Florida St.,ACC,35,26,115.4,95.2,0.9014,53.7,47.9,16.4,19.5,33.8,29.8,38.4,37.3,54.4,45.4,34.7,34.9,72.8,5.9,R32,3.0,2017
Louisville,ACC,34,25,117.6,91.5,0.9469,51.4,45.7,16.0,19.6,36.7,28.5,34.0,38.8,50.5,44.8,35.5,31.6,69.4,6.9,R32,2.0,2017
Notre Dame,ACC,36,26,119.3,96.4,0.9205,53.6,49.1,14.0,18.7,27.3,30.8,28.6,26.7,50.9,48.2,38.4,33.8,68.3,5.9,R32,5.0,2017
Virginia,ACC,34,23,111.8,86.9,0.9477,52.4,46.1,15.6,20.7,28.3,24.5,26.0,33.8,49.7,45.1,38.5,31.7,60.3,5.0,R32,5.0,2017
North Carolina,ACC,37,26,120.7,97.1,0.9242,52.0,50.1,16.7,16.3,37.4,25.5,28.0,26.0,51.0,45.3,35.9,38.0,72.6,7.1,R32,2.0,2018
UMBC,AE,33,25,102.1,102.2,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51.0,38.2,35.0,69.3,-4.9,R32,16.0,2018
Cincinnati,Amer,34,23,106.5,92.3,0.838,49.5,44.1,21.0,19.9,37.3,32.3,37.1,26.1,49.6,42.2,32.9,31.9,60.3,-1.3,R32,8.0,2015
Connecticut,Amer,36,25,110.5,93.4,0.8732,51.5,44.5,16.3,18.2,28.6,29.1,29.6,35.4,49.9,42.0,36.5,32.6,66.9,1.2,R32,9.0,2016
Cincinnati,Amer,36,30,115.2,92.1,0.9292,52.0,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6,R32,6.0,2017
Cincinnati,Amer,36,31,111.6,87.7,0.9417,51.2,43.3,17.0,21.6,38.5,28.2,36.0,26.8,50.2,41.4,35.3,30.9,66.2,5.9,R32,2.0,2018
Houston,Amer,35,27,114.8,93.9,0.9097,53.3,45.5,17.5,19.1,33.8,25.8,32.6,41.6,50.5,43.8,38.7,32.3,69.4,2.4,R32,6.0,2018
Iowa,B10,34,22,114.0,92.0,0.9211,48.1,45.6,17.1,18.9,35.6,30.3,38.0,29.1,47.3,43.7,33.3,32.6,64.6,2.1,R32,7.0,2015
Maryland,B10,35,28,110.2,94.0,0.8619,51.2,45.5,18.9,17.2,28.9,30.5,44.5,28.1,48.0,44.1,37.6,31.8,64.5,6.9,R32,4.0,2015
Ohio St.,B10,35,24,113.9,93.1,0.9104,54.2,46.4,17.0,21.6,33.5,32.0,34.7,27.8,53.6,45.2,37.0,32.2,66.3,2.5,R32,10.0,2015
Iowa,B10,33,22,114.4,95.8,0.8853,51.3,48.0,14.8,18.8,31.9,31.3,33.0,25.0,48.7,48.7,37.4,31.3,69.8,2.0,R32,7.0,2016
Michigan St.,B10,35,20,111.6,94.9,0.8661,54.0,46.7,20.5,15.9,29.2,27.3,33.5,34.7,52.9,44.1,37.3,34.6,68.1,0.4,R32,9.0,2017
Northwestern,B10,36,24,111.2,95.2,0.8564,49.7,46.1,16.0,17.9,30.8,30.6,30.5,36.1,48.8,44.0,34.2,33.3,66.9,2.0,R32,8.0,2017
Michigan St.,B10,35,30,118.9,94.3,0.9347,56.9,42.7,19.2,14.6,37.0,26.6,35.9,30.7,55.2,38.4,40.1,33.7,68.0,8.0,R32,3.0,2018
Ohio St.,B10,34,25,116.0,94.3,0.9154,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,68.2,4.5,R32,5.0,2018
Kansas,B12,36,27,113.6,90.6,0.9308,49.4,44.6,19.2,17.5,34.9,31.6,42.6,33.8,46.4,43.4,37.9,31.5,67.2,9.0,R32,2.0,2015
Iowa St.,B12,35,24,120.0,96.2,0.9265,55.0,49.0,14.1,19.5,25.7,31.6,27.6,25.6,51.8,47.5,40.0,34.6,69.6,6.5,R32,5.0,2017
Butler,BE,34,23,108.5,88.6,0.9115,48.4,46.7,17.0,19.5,34.7,25.3,40.8,33.4,46.3,47.1,35.6,30.7,63.9,3.5,R32,6.0,2015
Georgetown,BE,33,22,112.6,93.5,0.8945,51.3,47.1,19.2,20.2,34.3,31.0,43.9,44.1,50.5,43.1,35.3,36.2,64.6,3.7,R32,4.0,2015
Villanova,BE,36,33,121.9,91.1,0.9663,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,53.0,45.3,38.9,30.5,64.7,11.3,R32,1.0,2015
Butler,BE,33,22,118.2,98.6,0.8899,52.6,49.7,14.5,18.6,32.2,27.5,39.3,35.8,49.9,49.1,39.3,33.8,69.2,2.0,R32,9.0,2016
Providence,BE,35,24,108.7,95.4,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,R32,9.0,2016
Xavier,BE,34,28,117.0,94.3,0.9229,51.4,47.8,17.4,19.3,35.2,26.0,41.7,33.6,49.8,48.6,36.3,31.1,72.4,7.7,R32,2.0,2016
Villanova,BE,36,32,122.2,92.5,0.9611,57.5,48.1,17.1,20.1,30.2,27.8,35.0,22.1,59.2,49.1,36.9,31.1,65.6,11.1,R32,1.0,2017
Butler,BE,35,21,116.1,95.3,0.9068,54.0,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,R32,10.0,2018
Seton Hall,BE,34,22,117.8,98.2,0.8902,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52.0,50.0,36.5,33.8,70.7,2.5,R32,8.0,2018
Xavier,BE,35,29,120.9,97.7,0.9211,55.9,49.9,17.2,15.7,30.2,23.1,41.0,25.6,55.9,49.8,37.2,33.4,71.7,8.8,R32,1.0,2018
Hawaii,BW,32,26,106.9,95.0,0.7945,51.9,44.9,18.1,19.8,30.4,26.4,45.4,40.2,54.1,44.8,32.2,30.0,71.4,0.8,R32,13.0,2016
UAB,CUSA,35,19,102.7,100.1,0.5721,47.6,47.6,20.1,19.7,34.2,33.1,35.7,33.6,46.6,47.4,33.2,31.9,65.3,-7.5,R32,14.0,2015
Middle Tennessee,CUSA,33,23,103.9,99.5,0.6224,51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,47.8,48.0,39.2,34.7,68.5,-3.2,R32,15.0,2016
Middle Tennessee,CUSA,35,31,111.2,96.6,0.8339,54.1,47.9,15.6,19.8,30.1,23.8,30.0,38.2,53.6,47.1,36.9,32.8,65.8,2.0,R32,12.0,2017
Marshall,CUSA,35,25,108.8,102.5,0.6633,54.7,49.9,17.2,18.4,22.4,32.3,33.1,28.9,55.5,48.7,35.9,35.0,75.9,-2.5,R32,13.0,2018
Yale,Ivy,29,22,109.1,95.6,0.8209,52.2,46.7,19.9,17.8,39.3,24.3,41.7,33.3,51.4,45.5,36.0,32.7,66.8,-0.1,R32,12.0,2016
Buffalo,MAC,35,27,114.5,102.7,0.7761,54.8,48.8,16.5,18.1,31.9,29.1,29.9,39.5,54.3,48.4,37.1,33.1,73.8,-1.3,R32,13.0,2018
Northern Iowa,MVC,35,31,115.4,93.0,0.9228,55.9,45.6,17.8,19.2,27.0,26.9,39.8,27.0,53.3,44.0,39.8,32.1,58.5,5.3,R32,5.0,2015
Northern Iowa,MVC,35,22,109.7,96.7,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,R32,11.0,2016
Wichita St.,MVC,34,25,110.3,87.8,0.9321,48.9,44.7,14.7,23.2,31.7,23.6,37.4,45.4,49.2,42.1,32.3,32.7,66.8,0.2,R32,11.0,2016
Wichita St.,MVC,35,31,117.2,92.2,0.9403,54.2,43.8,16.2,19.3,34.2,24.2,40.4,35.1,50.7,42.0,40.2,31.2,70.0,4.1,R32,10.0,2017
San Diego St.,MWC,35,26,103.1,87.5,0.8691,46.6,43.5,18.6,21.1,35.7,29.7,36.2,25.7,45.9,42.3,32.0,30.6,61.2,1.3,R32,8.0,2015
Oregon,P12,35,25,114.3,99.1,0.8379,52.3,48.0,16.9,16.7,30.2,31.5,29.1,35.4,50.8,47.1,36.9,33.2,66.9,3.0,R32,8.0,2015
Utah,P12,35,26,115.8,97.3,0.8807,55.1,48.0,18.2,15.3,29.2,27.8,37.9,23.0,55.5,44.5,36.3,37.1,66.9,5.6,R32,3.0,2016
USC,P12,36,26,113.3,100.6,0.7966,52.2,50.1,15.7,17.9,31.0,31.4,36.8,24.0,51.0,47.2,36.2,36.8,70.1,1.3,R32,11.0,2017
Georgia St.,SB,34,24,109.5,98.0,0.7802,52.0,45.8,16.3,23.2,30.0,34.8,37.7,39.8,53.4,43.1,32.2,33.1,63.2,-3.0,R32,14.0,2015
Arkansas Little Rock,SB,33,28,107.6,96.7,0.7732,51.9,45.9,15.6,21.0,26.7,29.5,31.5,38.3,48.9,45.7,38.2,30.9,63.8,2.1,R32,12.0,2016
Arkansas,SEC,36,27,113.2,96.0,0.8696,50.0,48.3,16.9,22.3,35.7,34.6,37.3,38.8,48.8,46.2,34.9,35.2,69.9,3.9,R32,5.0,2015
Kentucky,SEC,36,27,123.2,95.1,0.9517,53.5,44.5,16.2,18.0,37.5,31.9,37.8,40.8,52.9,42.7,36.6,32.6,68.2,5.0,R32,4.0,2016
Arkansas,SEC,36,26,114.9,99.8,0.8339,51.4,47.8,16.6,18.5,31.9,34.2,38.1,39.1,50.0,46.7,36.5,33.2,71.0,3.9,R32,8.0,2017
Alabama,SEC,36,20,107.9,95.3,0.8074,51.9,47.8,20.3,18.7,29.4,30.9,41.9,36.5,53.5,46.9,32.6,32.8,69.9,-1.1,R32,9.0,2018
Auburn,SEC,34,26,114.0,96.9,0.8672,50.8,49.7,16.4,20.7,32.1,28.0,39.8,38.1,48.7,47.7,35.7,35.1,73.8,4.3,R32,4.0,2018
Florida,SEC,34,21,115.2,93.9,0.9132,50.8,48.7,14.3,20.0,28.7,30.5,32.6,32.4,47.6,46.6,37.0,35.2,68.5,1.4,R32,6.0,2018
Tennessee,SEC,35,26,114.2,92.0,0.9225,50.8,46.7,17.9,20.4,33.4,31.1,35.5,37.6,47.3,46.1,38.0,31.8,67.1,6.4,R32,3.0,2018
Stephen F. Austin,Slnd,30,24,110.3,96.5,0.8235,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,68.2,-1.2,R32,14.0,2016
Saint Mary's,WCC,34,29,118.0,93.8,0.9334,57.8,45.3,17.5,15.3,33.1,21.9,27.8,26.6,56.9,45.4,39.4,30.0,61.2,3.9,R32,7.0,2017
Wichita St.,MVC,35,34,116.4,93.0,0.9295,52.4,44.7,16.2,18.2,35.0,26.2,46.9,35.7,52.3,43.6,35.0,31.1,65.1,8.1,R32,1.0,2014
Kansas,B12,35,25,119.2,95.6,0.927,54.2,47.1,19.1,16.4,37.3,28.8,48.3,45.5,55.5,44.3,34.0,35.5,68.2,6.9,R32,2.0,2014
Villanova,BE,34,29,115.2,92.5,0.9259999999999999,53.6,46.3,17.3,20.0,32.6,28.7,44.5,38.6,53.8,43.0,35.6,35.3,67.6,8.3,R32,2.0,2014
Creighton,BE,35,27,125.2,101.9,0.9144,58.9,48.5,15.0,14.8,27.7,27.8,33.9,33.0,56.3,47.0,41.4,34.2,65.4,5.6,R32,3.0,2014
Syracuse,ACC,34,28,114.2,92.8,0.9156,48.2,48.0,14.8,21.9,38.1,31.5,38.2,36.7,47.7,45.5,33.1,34.5,61.5,7.9,R32,3.0,2014
Saint Louis,A10,33,26,104.9,90.4,0.8477,49.6,44.4,18.6,21.0,28.8,29.0,40.3,35.6,50.5,44.4,31.7,29.6,67.5,3.8,R32,5.0,2014
North Carolina,ACC,34,24,113.4,94.7,0.8883,49.9,47.0,16.9,19.3,38.1,31.3,42.9,41.4,49.7,46.7,33.6,31.7,70.8,4.2,R32,6.0,2014
Oregon,P12,34,24,118.1,100.0,0.872,53.5,49.1,16.1,18.9,32.2,31.9,43.8,47.8,51.0,49.4,38.9,32.4,69.3,2.6,R32,7.0,2014
Texas,B12,35,24,112.4,96.7,0.8507,47.4,46.5,17.5,16.3,39.6,30.2,43.4,41.0,46.9,42.9,32.7,35.2,68.7,3.6,R32,7.0,2014
Gonzaga,WCC,35,28,113.6,93.3,0.9064,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39.0,31.8,66.5,4.0,R32,8.0,2014
Memphis,Amer,33,23,112.6,97.0,0.8479,51.9,48.4,18.6,20.3,35.8,33.3,39.5,33.8,52.7,49.2,33.0,31.0,69.5,2.8,R32,8.0,2014
Pittsburgh,ACC,36,26,117.1,94.0,0.9261,50.7,46.7,16.3,19.2,37.2,29.0,44.3,36.4,50.1,45.5,35.1,32.6,63.8,4.1,R32,9.0,2014
Harvard,Ivy,31,26,111.9,95.2,0.8641,52.1,46.2,17.6,21.1,32.3,29.3,48.4,36.3,49.7,44.9,38.6,32.7,65.5,2.2,R32,12.0,2014
North Dakota St.,Sum,30,23,113.9,103.0,0.7613,54.5,49.8,15.6,17.1,30.6,27.9,41.6,40.2,55.4,46.1,34.7,37.8,64.0,0.2,R32,12.0,2014
Stephen F. Austin,Slnd,33,30,112.0,101.6,0.7527,52.3,50.5,16.9,23.6,38.2,28.9,39.9,50.7,52.3,50.0,34.9,34.7,63.5,1.7,R32,12.0,2014
Mercer,ASun,33,24,109.6,101.8,0.6993,54.0,46.8,17.5,19.0,32.0,31.1,37.3,41.0,51.6,46.9,38.8,31.0,65.2,-2.8,R32,14.0,2014
Gonzaga,WCC,34,31,118.9,90.2,0.9599,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55.0,42.1,36.5,32.9,65.1,7.6,R32,1.0,2013
Saint Louis,A10,35,28,108.0,87.5,0.9181,50.4,45.5,17.6,23.6,27.9,29.1,44.0,35.0,50.0,44.1,34.0,33.1,64.7,3.8,R32,4.0,2013
VCU,A10,36,27,113.8,92.1,0.9195,51.3,49.9,16.9,28.5,36.6,34.7,29.8,40.3,50.5,50.1,35.1,32.9,68.1,2.6,R32,5.0,2013
Butler,A10,35,26,109.2,93.0,0.8624,50.7,46.7,20.2,17.4,35.9,26.3,38.4,36.1,50.2,45.3,34.3,33.2,64.7,4.7,R32,6.0,2013
Memphis,CUSA,36,31,106.1,90.2,0.8672,52.4,45.5,20.7,22.1,35.6,31.1,37.2,34.9,51.1,43.8,37.2,33.0,69.3,4.5,R32,6.0,2013
San Diego St.,MWC,32,21,106.0,89.5,0.8752,48.5,44.7,18.1,18.2,31.8,27.9,35.3,28.9,48.3,43.3,32.7,31.8,66.8,0.4,R32,7.0,2013
Illinois,B10,34,21,109.8,92.7,0.8749,47.5,48.7,17.6,21.7,33.6,33.0,31.0,36.0,47.4,47.4,31.7,34.1,66.1,2.4,R32,7.0,2013
Creighton,MVC,36,28,116.4,95.0,0.9117,58.2,45.9,18.9,16.1,28.8,27.2,34.2,26.1,55.7,45.5,41.4,31.2,65.2,3.5,R32,7.0,2013
Colorado St.,MWC,33,24,116.6,98.4,0.8759,49.2,48.6,17.2,16.5,41.4,23.2,44.1,36.4,48.4,47.1,34.1,34.1,64.8,1.9,R32,8.0,2013
North Carolina,ACC,35,24,111.6,93.0,0.8902,49.3,48.0,17.2,21.5,34.6,31.6,28.2,27.1,46.3,46.3,37.2,34.4,71.4,2.5,R32,8.0,2013
Temple,A10,34,24,110.7,96.9,0.8220000000000001,49.0,49.0,15.9,20.1,30.8,31.4,35.6,34.1,48.8,47.3,32.8,35.3,66.8,1.5,R32,9.0,2013
Iowa St.,B12,35,23,117.2,98.3,0.8828,53.8,48.0,18.5,18.6,34.2,28.5,33.0,32.7,51.9,48.8,37.4,31.1,69.6,0.7,R32,10.0,2013
Minnesota,B10,34,21,112.6,92.5,0.905,49.3,45.6,21.6,20.2,43.6,33.2,41.6,36.7,48.8,42.8,33.7,33.9,64.1,2.1,R32,11.0,2013
California,P12,33,21,105.4,92.3,0.8211,48.0,44.3,18.9,16.8,32.5,30.7,31.2,32.5,48.8,41.7,30.2,33.6,66.5,0.5,R32,12.0,2013
Mississippi,SEC,36,27,110.0,95.6,0.8340000000000001,49.1,46.4,15.9,21.5,34.1,31.8,38.8,31.1,49.4,46.2,32.4,31.3,70.9,1.6,R32,12.0,2013
Harvard,Ivy,29,19,104.9,99.9,0.6362,54.3,49.2,20.8,20.9,25.6,31.4,49.6,31.2,51.5,48.9,39.8,33.3,64.7,-2.6,R32,14.0,2013
Davidson,A10,31,23,118.3,102.2,0.8435,55.4,49.3,14.1,17.0,29.6,30.4,28.5,34.6,53.1,51.4,38.7,30.0,67.2,1.7,R64,10.0,2015
VCU,A10,36,26,108.4,94.0,0.8373,48.7,49.5,15.7,23.5,31.8,30.6,37.3,37.8,46.9,48.3,34.3,34.5,67.2,3.0,R64,7.0,2015
Dayton,A10,33,25,105.5,92.6,0.8184,51.6,46.9,18.6,18.0,28.7,24.2,40.8,32.8,51.5,43.7,34.4,34.9,68.5,2.4,R64,7.0,2016
Dayton,A10,31,24,111.6,97.0,0.8333,53.6,47.7,16.9,20.9,25.6,27.4,43.4,35.2,51.0,47.2,38.4,32.3,69.6,1.5,R64,7.0,2017
VCU,A10,35,26,108.1,95.9,0.7988,51.0,47.5,17.8,21.0,31.3,27.5,36.4,40.9,51.5,46.0,33.1,33.8,70.1,1.3,R64,10.0,2017
Davidson,A10,33,21,117.0,102.3,0.823,57.4,51.2,14.5,16.2,22.6,23.4,24.6,29.6,56.5,50.3,38.9,35.0,65.5,-2.9,R64,12.0,2018
St. Bonaventure,A10,34,26,109.6,99.7,0.7485,51.6,49.0,16.3,20.4,29.3,29.1,40.5,38.4,48.5,49.7,38.6,32.0,70.4,1.4,R64,11.0,2018
Pittsburgh,ACC,32,20,113.9,96.9,0.8659,51.1,50.0,17.5,16.9,36.9,27.5,36.1,32.4,50.4,48.4,35.0,35.4,66.3,1.8,R64,10.0,2016
